ID,period,IWZ,Direction,1. number of days,2. number of events,3. number of daytime events,4. number of days when events happened,5. average duration of each event,6. median duration of each event,7. average queue length,8. average maximum queue length of each event,9. median maximum queue length of each event,10. max maximum queue length of each event,11.percentage of queue > 1 mile,12.amount of traffic that encounters a queue,13.total traffic per day,14.percentage of traffic that encounters a queue,15.percentage of time that encounters a queue,16.total delay,17.total delay per day,18.average delay per vehicle,19.maximum delay,20.total delay when queue is present,21.percentage of delay caused by queue,22.avg delay when queue is present,23.percent of vehicles experiencing delay > 5 min,24.percent of vehicles experiencing delay > 10 min,25.percent of vehicles in queue experiencing delay > 5 min,26.percent of vehicles in queue experiencing delay > 10 min
14,2016-05-02 to 2016-05-08,Group 6 - 3.2 3a 3b - US20,2,7,1,0,1,5,5,0.2,0.2,0.2,0.2,0,4,9216.571429,0.000054,0.000496,74.843877,10.691982,0.069605,0.768331,0.044819,0.000599,0.768331,0,0,0,0
15,2016-05-02 to 2016-05-08,Group 6a,2,4,1,0,1,5,5,1,1,1,1,0,6,6629.142857,0.000124,0.000868,2.369069,0.592267,0.003063,2.16612,0.207586,0.087624,2.16612,0,0,0,0
16,2016-05-02 to 2016-05-08,Group 6a,1,4,0,0,0,0,0,0,0,0,0,0,0,6756,0,0,0.198196,0.049549,0.000251,0.299008,0,0,0,0,0,0,0
17,2016-05-02 to 2016-05-08,Group 6c,1,7,0,0,0,0,0,0,0,0,0,0,0,14017.28571,0,0,58.464067,8.35201,0.03575,0.47441,0,0,0,0,0,0,0
18,2016-05-02 to 2016-05-08,Group 6c,2,7,1,1,1,5,5,0.2,0.2,0.2,0.2,0,60,15514,0.000548,0.000496,191.731284,27.390183,0.105932,0.576306,0.387764,0.002022,0.391023,0,0,0,0
19,2016-05-02 to 2016-05-08,Group 6d,2,4,76,65,4,7.368421,5,0.7,0.731579,0.7,1.1,0.026786,10139,8119.142857,0.178389,0.097222,232.43027,58.107568,0.245382,3.795057,211.882452,0.911596,1.253937,0,0,0,0
20,2016-05-02 to 2016-05-08,Group 6d,1,4,2,2,1,12.5,12.5,0.98,0.95,0.95,1.1,0.4,469,8980.285714,0.007459,0.00434,14.244089,3.561022,0.013596,1.835808,11.757824,0.825453,1.504658,0,0,0,0
21,2016-05-02 to 2016-05-08,Group 6e,1,7,11,6,5,22.272727,15,0.708163,0.581818,0.3,2.4,0.265306,3920,25715.42857,0.021776,0.024306,263.935087,37.705012,0.087975,8.150635,125.918259,0.47708,1.927391,0.000451,0,0,0
22,2016-05-02 to 2016-05-08,Group 6e,2,7,2,0,1,5,5,0.1,0.1,0.1,0.1,0,63,26751.14286,0.000332,0.000992,19.47033,2.781476,0.006239,0.695802,0.376457,0.019335,0.363476,0,0,0,0
23,2016-05-02 to 2016-05-08,Group 6gh,1,7,10,2,2,10.5,7.5,0.3,0.3,0.25,0.7,0,1135,29316.71429,0.005526,0.010417,676.730221,96.675746,0.197858,1.542247,12.913246,0.019082,0.683165,0,0,0,0
